"Kerncijfers wijken en buurten 2014"
"Onderwerpen";"Regioaanduiding";"Inkomen";"Inkomen";"Inkomen";"Inkomen";"Inkomen";"Inkomen";"Inkomen";"Inkomen";"Inkomen";"Inkomen"
"Onderwerpen";"Codering";"Inkomen van personen";"Inkomen van personen";"Inkomen van personen";"Inkomen van personen";"Inkomen van personen";"Inkomen van personen";"Inkomen van huishoudens";"Inkomen van huishoudens";"Inkomen van huishoudens";"Inkomen van huishoudens"
"Onderwerpen";"Codering";"Aantal inkomensontvangers  ";"Gemiddeld inkomen per inkomensontvanger ";"Gemiddeld inkomen per inwoner ";"40% personen met laagste inkomen";"20% personen met hoogste inkomen";"Actieven 15-75 jaar";"40% huishoudens met laagste inkomen";"20% huishoudens met hoogste inkomen";"Huishoudens met een laag inkomen";"Huish. onder of rond sociaal minimum"
"Wijken en buurten";"code";"aantal";"x 1 000 euro";"x 1 000 euro";"%";"%";"%";"%";"%";"%";"%"
"Ruiven";"BU08550703";"1500";"38.7";"29.5";"33";"33";"56";"15";"44";"4";"3"
"Berkelse Akkers";"BU08550704";"1000";"35.1";"24.4";"32";"30";"66";"19";"40";"5";"3"
"Verspr.h. ten noorden van Berkel-Enschot";"BU08550708";"200";"30.3";"24.4";"47";"22";"62";".";".";".";"."
"Verspr.h. ten zuiden van Berkel-Enschot";"BU08550709";"100";".";".";".";".";".";".";".";".";"."
"Wijk 08 Reeshof";"WK085508";"30700";"31.6";"22.9";"34";"24";"67";"24";"28";"6";"5"
"Heyhoef";"BU08550800";"400";"19.7";"19.5";"56";"3";"22";"64";"1";"4";"5"
"Gesworen Hoek";"BU08550801";"3100";"24.9";"18.8";"40";"12";"62";"42";"11";"13";"10"
"Huibeven";"BU08550802";"4000";"29.2";"22.3";"36";"22";"67";"20";"28";"4";"3"
"Heerevelden";"BU08550803";"1900";"30.7";"23.5";"37";"24";"65";"15";"30";"4";"3"
"Campenhoef";"BU08550804";"1800";"31.8";"24.2";"34";"25";"64";"21";"32";"4";"3"
"Tuindorp de Kievit";"BU08550805";"8500";"33.1";"23.8";"33";"27";"68";"19";"33";"5";"4"
"Dongewijk";"BU08550806";"1500";"31.0";"23.1";"34";"25";"68";"26";"26";"5";"5"
"Dalem";"BU08550807";"4800";"31.8";"21.9";"32";"25";"69";"23";"27";"6";"5"
"Koolhoven";"BU08550808";"2500";"38.0";"23.7";"22";"34";"78";"18";"37";"7";"5"
"Witbrant";"BU08550809";"2200";"35.0";"26.0";"31";"28";"64";"25";"30";"6";"5"
"Wijk 09 Udenhout";"WK085509";"6000";"30.6";"24.1";"38";"22";"60";"26";"28";"5";"3"
"Udenhout";"BU08550900";"5700";"30.4";"24.0";"38";"22";"61";"26";"28";"4";"3"
"Verspreide huizen Udenhout";"BU08550909";"300";"33.2";"25.0";"41";"23";"59";"26";"40";"8";"5"
"Uden";"GM0856";"31700";"28.6";"22.4";"39";"18";"59";"35";"20";"8";"6"
"Wijk 01 Uden";"WK085601";"27400";"29.1";"22.7";"39";"19";"59";"36";"20";"8";"6"
"Centrum";"BU08560101";"2700";"27.5";"25.3";"37";"15";"59";"57";"8";"8";"7"
"Bogerd-Vijfhuis";"BU08560102";"2000";"26.8";"20.4";"39";"16";"59";"39";"15";"12";"7"
"Moleneind-Groenewoud";"BU08560103";"1200";"30.1";"24.8";"41";"22";"53";"26";"26";"4";"3"
"Flatwijk";"BU08560104";"800";"20.4";"16.8";"51";"4";"45";"75";"2";"20";"17"
"Bitswijk";"BU08560105";"3100";"25.2";"19.7";"44";"13";"53";"40";"15";"11";"8"
"Hoevenseveld";"BU08560106";"1900";"24.4";"19.6";"43";"11";"54";"38";"11";"8";"6"
"Schutveld";"BU08560107";"900";"30.1";"23.9";"40";"23";"55";"24";"24";"5";"4"
"Buurtschap Hoeven";"BU08560108";"200";"41.8";"33.2";"36";"31";"59";".";".";".";"."
"Hoeven";"BU08560109";"1600";"35.8";"28.4";"34";"27";"54";"24";"31";"4";"3"
"Melle";"BU08560110";"3100";"27.2";"20.1";"37";"16";"61";"32";"16";"10";"7"
"Raam";"BU08560111";"2300";"29.3";"21.9";"36";"20";"61";"27";"19";"7";"5"
"Sportpark Volkelseweg";"BU08560112";"0";".";".";".";".";".";".";".";".";"."
"Zoggel";"BU08560113";"3000";"31.5";"25.6";"39";"22";"55";"35";"23";"7";"5"
"Vluchtoord";"BU08560114";"100";".";".";".";".";".";".";".";".";"."
"Loopkant-Liessent-Goorkens";"BU08560115";"300";"29.1";"21.4";"42";"23";"70";"25";"28";"12";"9"
"Hoenderbos-Velmolen";"BU08560116";"2800";"35.2";"25.0";"30";"28";"72";"21";"34";"6";"4"
"Eikenheuvel";"BU08560117";"400";"39.7";"27.3";"25";"37";"76";"11";"45";"3";"2"
"Buitengebied Uden-Oost";"BU08560196";"100";"25.1";"18.5";"51";"18";"60";".";".";".";"."
"Buitengebied Uden-Zuid";"BU08560197";"200";"25.9";"20.7";"42";"18";"65";".";".";".";"."
"Buitengebied Uden-West";"BU08560198";"500";"28.1";"21.5";"44";"20";"60";"25";"39";"9";"9"
"Buitengebied Maashorst";"BU08560199";"300";"28.1";"22.8";"46";"20";"64";"37";"32";"10";"10"
"Wijk 02 Volkel";"WK085602";"2700";"25.5";"20.5";"46";"16";"59";"32";"23";"6";"5"
"Kom Volkel";"BU08560201";"1800";"24.3";"20.0";"48";"13";"55";"37";"18";"6";"5"
"Vliegbasis Volkel";"BU08560298";"0";".";".";".";".";".";".";".";".";"."
"Buitengebied-Volkel";"BU08560299";"900";"28.1";"21.4";"41";"20";"67";"21";"35";"7";"7"
"Wijk 03 Odiliapeel";"WK085603";"1600";"26.0";"20.4";"45";"16";"64";"30";"29";"7";"5"
"Odiliapeel";"BU08560301";"1100";"24.9";"19.8";"45";"15";"63";"31";"25";"4";"3"
"Buitengebied-Odiliapeel";"BU08560399";"500";"28.8";"21.7";"44";"19";"64";"27";"38";"13";"10"
"Valkenswaard";"GM0858";"24100";"29.1";"23.5";"40";"19";"58";"36";"20";"8";"6"
"Wijk 00 Valkenswaard";"WK085800";"16300";"28.8";"23.6";"41";"18";"57";"41";"18";"8";"7"
"Centrum";"BU08580000";"3100";"27.6";"24.1";"41";"17";"57";"47";"14";"8";"7"
"Geenhoven";"BU08580001";"2600";"26.4";"22.1";"43";"15";"57";"48";"13";"8";"7"
"Turfberg-Noord";"BU08580002";"1400";"31.6";"24.9";"41";"19";"51";"34";"22";"7";"6"
"Turfberg-Zuid";"BU08580003";"2300";"29.8";"23.9";"41";"19";"60";"35";"23";"7";"6"
"Hoge Akkers";"BU08580004";"2400";"33.8";"26.7";"38";"25";"60";"28";"30";"6";"5"
"Kerkakkers";"BU08580005";"1800";"24.9";"20.4";"44";"12";"58";"41";"12";"8";"6"
"Het Gegraaf";"BU08580006";"2200";"27.7";"22.4";"41";"15";"55";"45";"14";"12";"8"
"Industrieterrein Schaapsloop";"BU08580007";"100";".";".";".";".";".";".";".";".";"."
"Verspr.h. Turfbergse Heide Nederheide";"BU08580009";"300";"33.3";"27.7";"41";"22";"55";"25";"37";"5";"5"
"Wijk 01 Kloosterakkers en Dommelen";"WK085801";"7000";"29.7";"23.3";"38";"21";"59";"27";"23";"7";"5"
"De Belleman";"BU08580100";"200";"24.3";"20.8";"39";"9";"66";"65";"4";"8";"9"
"Agnetendal";"BU08580101";"1400";"28.3";"22.0";"39";"18";"54";"26";"21";"8";"6"
"Schepelweijen";"BU08580102";"2000";"29.2";"22.3";"36";"20";"62";"26";"23";"6";"4"
"Brouwershof";"BU08580103";"1400";"31.0";"24.6";"38";"21";"62";"30";"22";"8";"7"
"Keersop";"BU08580104";"0";".";".";".";".";".";".";".";".";"."
"Keersopperbeemden";"BU08580105";"1000";"30.2";"23.9";"40";"23";"57";"21";"30";"6";"5"
"Dommelen";"BU08580106";"900";"31.4";"25.1";"39";"23";"56";"19";"28";"3";"3"
"Wijk 02 Borkel en Schaft";"WK085802";"900";"29.9";"23.8";"43";"19";"63";"28";"30";"8";"8"
"Borkel";"BU08580200";"500";"30.9";"23.6";"41";"20";"63";"24";"27";"6";"5"
"Schaft";"BU08580201";"100";"27.9";"23.7";"45";"21";"61";".";".";".";"."
"Verspr.h. Klein Borkel en Achterste Brug";"BU08580208";"200";"32.6";"26.2";"47";"19";"62";".";".";".";"."
"Verspr.h. Malpiebergse- en Opperheide";"BU08580209";"100";"24.8";"21.1";"43";"17";"65";".";".";".";"."
"Veghel";"GM0860";"28600";"29.0";"22.4";"39";"19";"62";"31";"23";"7";"5"
"Wijk 00 Veghel";"WK086000";"20000";"29.4";"22.7";"38";"19";"61";"32";"21";"8";"6"
"Centrum";"BU08600000";"3100";"28.0";"24.4";"40";"17";"57";"47";"13";"8";"6"
"West";"BU08600001";"1900";"24.6";"19.4";"43";"13";"58";"48";"12";"14";"11"
"Leest";"BU08600002";"2200";"26.6";"20.1";"37";"15";"60";"31";"17";"9";"6"
"Veghel-Zuid";"BU08600003";"2900";"26.5";"20.8";"44";"14";"51";"36";"15";"9";"7"
"Bunders";"BU08600004";"6000";"31.2";"23.8";"35";"22";"62";"23";"25";"6";"5"
"Amert-Dorshout";"BU08600005";"200";"27.9";"21.5";"40";"20";"63";".";".";".";"."
"Dubbelen";"BU08600006";"0";".";".";".";".";".";".";".";".";"."
"Ven";"BU08600007";"3000";"35.3";"24.3";"29";"29";"72";"19";"33";"5";"3"
"Noord";"BU08600008";"200";"26.7";"20.2";"49";"19";"56";".";".";".";"."
"Heuvel-Havelt";"BU08600009";"300";"30.1";"23.9";"43";"20";"58";"22";"39";"8";"8"
"Sportpark-Knokert";"BU08600010";"200";"30.3";"25.4";"45";"17";"66";".";".";".";"."
"Doornhoek-Kempkens";"BU08600011";"0";".";".";".";".";".";".";".";".";"."
"Wijk 01 Mariaheide";"WK086001";"1100";"28.2";"22.6";"44";"20";"63";"23";"31";"5";"3"
"Mariaheide";"BU08600100";"800";"28.6";"23.1";"41";"19";"66";"23";"28";"3";"2"
"Verspreide huizen Mariaheide";"BU08600101";"400";"27.4";"21.4";"49";"21";"58";"20";"39";"11";"8"
"Wijk 02 Zijtaart";"WK086002";"1300";"26.9";"21.1";"43";"19";"65";"24";"32";"3";"2"
"Zijtaart";"BU08600200";"800";"27.4";"21.3";"41";"19";"65";"26";"29";"3";"3"
"Zondveld";"BU08600201";"400";"26.1";"20.6";"44";"17";"65";"22";"38";"3";"2"
"Jekschot";"BU08600202";"100";"26.0";"21.6";"49";"19";"66";".";".";".";"."
"Wijk 03 Eerde";"WK086003";"1100";"28.2";"22.4";"39";"19";"66";"23";"29";"3";"3"
"Eerde";"BU08600300";"800";"27.9";"21.9";"38";"18";"66";"25";"25";"3";"3"
"Verspreide huizen Eerde";"BU08600301";"300";"29.2";"23.9";"40";"21";"63";"14";"43";"3";"3"
"Wijk 04 Erp";"WK086004";"3600";"28.3";"22.0";"40";"19";"65";"30";"27";"6";"5"
"Erp";"BU08600400";"2700";"28.0";"21.7";"39";"18";"66";"31";"24";"5";"4"
"Erp-Zuid";"BU08600401";"300";"30.2";"24.3";"44";"21";"56";"21";"32";"7";"4"
"Bolst-Ham";"BU08600402";"200";"29.9";"22.5";"41";"22";"63";".";".";".";"."
"Kraanmeer-Veluwe";"BU08600403";"300";"28.1";"21.8";"42";"22";"67";"26";"41";"13";"11"
"Bossen";"BU08600404";"100";"27.7";"23.2";"48";"19";"69";".";".";".";"."
"Wijk 05 Keldonk";"WK086005";"900";"28.1";"21.8";"42";"19";"67";"25";"35";"5";"5"
"Keldonk";"BU08600500";"600";"28.4";"21.9";"40";"18";"67";"27";"29";"4";"3"
"Verspreide huizen Keldonk";"BU08600501";"200";"27.7";"21.5";"48";"19";"68";".";".";".";"."
"Geregt";"BU08600502";"100";"27.9";"22.0";"41";"20";"63";".";".";".";"."
"Wijk 06 Boerdonk";"WK086006";"600";"28.0";"21.4";"42";"19";"66";"23";"36";"6";"4"
"Boerdonk";"BU08600600";"400";"27.5";"21.0";"44";"20";"62";"25";"32";"6";"4"
"Verspreide huizen Boerdonk";"BU08600601";"200";"28.8";"22.4";"38";"18";"75";".";".";".";"."
"Veldhoven";"GM0861";"34200";"31.8";"25.1";"37";"23";"61";"31";"24";"6";"5"
"Wijk 00 Veldhoven";"WK086100";"22000";"29.9";"23.9";"39";"20";"59";"35";"20";"7";"6"
"Veldhoven";"BU08610000";"4100";"31.5";"24.2";"37";"23";"64";"29";"27";"5";"5"
"Meerveldhoven";"BU08610001";"1900";"27.2";"22.6";"43";"17";"59";"42";"15";"7";"6"
"Zeelst";"BU08610002";"4100";"32.4";"26.3";"39";"24";"58";"27";"26";"4";"3"
"D'Ekker";"BU08610003";"3300";"27.0";"22.1";"40";"15";"57";"41";"12";"6";"5"
"Zonderwijk";"BU08610004";"2600";"26.0";"20.4";"43";"14";"54";"40";"14";"9";"7"
"'t Look";"BU08610005";"2200";"32.8";"25.7";"38";"23";"55";"28";"27";"9";"7"
"Cobbeek en Centrum";"BU08610006";"3400";"29.8";"24.6";"36";"19";"60";"42";"16";"9";"8"
"Verspr.h. ten zuiden van de E3-weg";"BU08610009";"200";"36.9";"31.2";"35";"30";"60";".";".";".";"."
"Wijk 01 Noordelijk Woongebied";"WK086101";"10000";"34.9";"26.6";"33";"28";"64";"23";"32";"5";"4"
"Heikant-West";"BU08610100";"3000";"32.1";"24.5";"33";"25";"65";"22";"29";"6";"5"
"Heikant-Oost";"BU08610101";"2000";"36.5";"27.8";"32";"31";"62";"17";"36";"4";"3"
"De Kelen";"BU08610102";"2800";"35.3";"26.2";"31";"29";"66";"22";"32";"5";"4"
"De Polders";"BU08610103";"2200";"36.9";"29.1";"35";"28";"63";"30";"32";"5";"4"
"Wijk 02 Oerle";"WK086102";"2200";"37.3";"28.7";"37";"28";"63";"22";"40";"5";"4"
"Oerle";"BU08610200";"1300";"37.6";"30.2";"40";"28";"57";"16";"45";"2";"2"
"Zandoerle";"BU08610201";"100";".";"25.8";".";".";".";".";".";".";"."
"Verspreide huizen Zittard";"BU08610207";"200";"25.6";"20.9";"49";"14";"62";"50";"16";".";"."
"Verspreide huizen Groote Aard en Vliet";"BU08610208";"200";"28.5";"23.6";"44";"19";"59";".";".";".";"."
"Verspr.h. Scherpenering en Landsaard";"BU08610209";"500";"43.4";"29.5";"23";"35";"78";"22";"39";"5";"3"
"Vught";"GM0865";"18700";"35.8";"27.5";"35";"27";"61";"32";"29";"7";"5"
"Wijk 00 Vught";"WK086500";"9000";"41.1";"31.2";"33";"32";"61";"31";"35";"6";"5"
"Centrum";"BU08650000";"2700";"32.2";"26.2";"37";"22";"62";"42";"21";"7";"5"
"Taalstraat en omgeving";"BU08650001";"1500";"42.0";"32.6";"29";"36";"60";"23";"39";"5";"4"
"Loyola en omgeving";"BU08650002";"1300";"50.2";"35.1";"30";"43";"60";"22";"52";"5";"3"
"Loonsebaan";"BU08650003";"700";"61.2";"44.6";"30";"45";"55";"13";"58";"6";"4"
"Villapark";"BU08650004";"500";"67.4";"47.2";"33";"51";"57";"17";"60";"10";"7"
"Schoonveld";"BU08650005";"2000";"34.9";"25.9";"32";"27";"64";"33";"31";"7";"5"
"Vughtse Heide en Lunetten";"BU08650008";"300";"30.1";"24.9";"32";"15";"63";"50";"13";"10";"8"
"Gement";"BU08650009";"0";".";".";".";".";".";".";".";".";"."
"Wijk 01 Vught-Zuid";"WK086501";"9100";"30.5";"23.8";"36";"21";"60";"33";"22";"7";"6"
"Voorburg en omgeving";"BU08650100";"700";"26.7";"21.7";"37";"14";"58";"37";"14";"8";"6"
"Molenstraat en omgeving";"BU08650101";"2200";"26.6";"20.6";"40";"16";"63";"36";"15";"9";"7"
"De Baarzen";"BU08650102";"2400";"32.9";"25.5";"36";"26";"54";"28";"29";"5";"4"
"Vijverhof";"BU08650103";"1400";"29.4";"23.4";"36";"19";"60";"41";"17";"8";"6"
"De Vughtse Hoeven";"BU08650104";"2200";"31.3";"24.0";"33";"25";"65";"30";"27";"7";"5"
"Bleijendijk";"BU08650108";"100";".";"34.6";".";".";".";".";".";".";"."
"Bergenshuizen";"BU08650109";"200";"54.8";"43.5";"39";"29";"58";".";".";".";"."
"Wijk 02 Cromvoirt";"WK086502";"600";"35.7";"27.2";"38";"27";"62";"31";"32";"7";"5"
"Cromvoirt";"BU08650200";"500";"34.1";"26.3";"38";"26";"63";"31";"31";"7";"6"
"Verspreide huizen Cromvoirt";"BU08650209";"100";".";"32.5";".";".";".";".";".";".";"."
"Waalre";"GM0866";"12800";"37.6";"28.9";"36";"29";"58";"28";"32";"6";"5"
"Wijk 00 Waalre";"WK086600";"12800";"37.6";"28.9";"36";"29";"58";"28";"32";"6";"5"
"Waalre";"BU08660000";"4700";"37.2";"28.5";"35";"29";"60";"27";"32";"6";"5"
"Aalst";"BU08660001";"2700";"39.8";"31.5";"38";"28";"58";"33";"28";"8";"7"
"Voldijn";"BU08660002";"2200";"34.0";"27.0";"38";"28";"54";"31";"29";"6";"5"
"Ekenrooi";"BU08660003";"2900";"38.4";"28.2";"32";"32";"59";"22";"35";"4";"4"
"Verspreide huizen";"BU08660009";"300";"41.6";"33.2";"41";"31";"54";"26";"46";"8";"6"
"Waalwijk";"GM0867";"36000";"28.4";"22.4";"40";"18";"59";"37";"19";"8";"7"
"Wijk 00 Waalwijk";"WK086700";"22800";"27.8";"22.1";"41";"17";"58";"39";"17";"9";"7"
"Centrum";"BU08670000";"3300";"27.9";"23.9";"41";"17";"60";"47";"15";"9";"8"
"Besoijen";"BU08670001";"2800";"29.9";"23.6";"38";"20";"65";"40";"19";"8";"7"
"Baardwijk";"BU08670002";"1700";"25.3";"20.2";"43";"14";"57";"44";"13";"11";"9"
"Laageinde";"BU08670003";"2800";"23.1";"17.9";"47";"10";"56";"46";"9";"13";"9"
"Antoniusparochie";"BU08670004";"1800";"25.3";"20.0";"43";"13";"59";"40";"12";"8";"6"
"Bloemenoord";"BU08670005";"2400";"23.8";"19.1";"44";"10";"56";"41";"9";"8";"7"
"Zanddonk";"BU08670006";"3800";"27.0";"20.4";"41";"17";"57";"32";"18";"9";"7"
"Meerdijk";"BU08670007";"2300";"39.4";"32.4";"37";"32";"51";"21";"41";"3";"3"
"De Hoef";"BU08670008";"1600";"28.3";"22.6";"39";"18";"62";"41";"18";"10";"9"
"Industrieterrein Zanddonk";"BU08670009";"100";".";".";".";".";".";".";".";".";"."
"Industrieterrein Haven";"BU08670010";"0";".";".";".";".";".";".";".";".";"."
"Buitengebied Waalwijk Noord";"BU08670011";"0";".";".";".";".";".";".";".";".";"."
"Eikendonk";"BU08670012";"100";".";".";".";".";".";".";".";".";"."
"Recreatieoord";"BU08670013";"0";".";".";".";".";".";".";".";".";"."
"Wijk 01 Sprang-Capelle";"WK086701";"9400";"29.7";"22.7";"38";"21";"63";"32";"23";"7";"6"
"Sprang";"BU08670100";"2100";"28.3";"21.6";"41";"18";"59";"33";"22";"7";"5"
"Vrijhoeve";"BU08670101";"3100";"27.0";"20.8";"43";"17";"61";"35";"20";"8";"6"
"Capelle / Nieuwe Vaart";"BU08670102";"2200";"29.0";"22.6";"40";"20";"59";"31";"23";"8";"6"
"Buitengebeid Capelle";"BU08670103";"0";".";".";".";".";".";".";".";".";"."
"Landgoed Driessen";"BU08670104";"2000";"36.0";"26.6";"26";"30";"75";"28";"27";"5";"4"
"Wijk 02 Waspik";"WK086702";"3800";"29.2";"22.8";"41";"20";"59";"31";"26";"6";"5"
"Waspik Beneden";"BU08670200";"2900";"29.6";"23.1";"40";"21";"59";"29";"27";"5";"5"
"Waspik Boven";"BU08670201";"800";"27.9";"22.2";"41";"18";"58";"38";"22";"7";"7"
"Industrieterrein Waspik";"BU08670202";"100";".";".";".";".";".";".";".";".";"."
"Buitengebied Waspik";"BU08670203";"0";".";".";".";".";".";".";".";".";"."
"Werkendam";"GM0870";"19500";"29.7";"22.1";"39";"22";"61";"29";"25";"5";"4"
"Wijk 01 Werkendam";"WK087001";"8000";"28.2";"20.2";"42";"20";"61";"32";"24";"6";"5"
"Centrum Werkendam";"BU08700101";"1000";"26.9";"19.7";"41";"18";"64";"41";"13";"8";"6"
"Burchtpolder";"BU08700102";"900";"26.6";"18.6";"44";"17";"58";"36";"21";"7";"5"
"Welgelegen";"BU08700103";"1400";"28.8";"21.1";"38";"20";"65";"25";"27";"4";"4"
"Vervoornepolder";"BU08700104";"3000";"26.3";"19.1";"46";"18";"55";"34";"22";"5";"4"
"Werkensepolder";"BU08700105";"1100";"32.4";"21.9";"39";"28";"68";"23";"32";"5";"4"
"Bedrijventerreinen Werkendam";"BU08700106";"200";"28.8";"19.8";"37";"23";"65";"31";"34";"6";"4"
"Binnenvliet";"BU08700191";"100";"34.1";"20.3";"33";"28";"73";".";".";".";"."
"Zevenban";"BU08700192";"100";"33.1";"24.6";"42";"28";"67";".";".";".";"."
"Grote Waard";"BU08700193";"100";".";".";".";".";".";".";".";".";"."
"Noordwaard";"BU08700194";"100";"38.6";"33.0";"31";"37";"70";".";".";".";"."
"Oude Hardenhoek";"BU08700195";"0";".";".";".";".";".";".";".";".";"."
"Spie Deen";"BU08700196";"0";".";".";".";".";".";".";".";".";"."
"Wijk 02 Sleeuwijk";"WK087002";"4000";"33.0";"25.0";"34";"26";"61";"21";"32";"4";"3"
"Kern Sleeuwijk";"BU08700201";"3700";"32.9";"24.9";"35";"26";"61";"22";"31";"4";"3"
"Bedrijventerrein Sleeuwijk";"BU08700202";"100";".";".";".";".";".";".";".";".";"."
"Sleeuwijksepolder";"BU08700291";"200";"34.8";"27.0";"37";"28";"60";"12";"46";"4";"2"
"Nieuwe Ban";"BU08700292";"0";".";".";".";".";".";".";".";".";"."
"Wijk 03 Nieuwendijk";"WK087003";"2600";"29.1";"22.2";"40";"20";"60";"32";"21";"5";"4"
"Kern Nieuwendijk";"BU08700301";"2500";"28.8";"22.1";"40";"19";"60";"33";"20";"5";"4"
"Bedrijventerrein Nieuwendijk";"BU08700302";"0";".";".";".";".";".";".";".";".";"."
"Karnemelkpolder";"BU08700391";"100";".";".";".";".";".";".";".";".";"."
"Gantel";"BU08700392";"0";".";".";".";".";".";".";".";".";"."
"Wijk 04 Hank";"WK087004";"3000";"29.5";"22.9";"40";"22";"61";"29";"25";"6";"5"
"Kern Hank";"BU08700401";"2500";"29.4";"22.8";"39";"22";"62";"29";"24";"6";"5"
"Bedrijventerrein Hank";"BU08700402";"0";".";".";".";".";".";".";".";".";"."
"Vierbannen";"BU08700491";"200";"32.4";"24.7";"38";"30";"60";".";".";".";"."
"Jannezand";"BU08700492";"0";".";".";".";".";".";".";".";".";"."
"Aakvlaai";"BU08700493";"0";".";".";".";".";".";".";".";".";"."
"Kurenpolder";"BU08700494";"100";".";".";".";".";".";".";".";".";"."
"Zuidhollandschepolder";"BU08700495";"200";"28.0";"22.5";"43";"19";"61";".";".";".";"."
"Wijk 05 Dussen";"WK087005";"1900";"30.1";"23.3";"38";"21";"62";"28";"25";"5";"4"
"Kern Dussen";"BU08700501";"1600";"29.3";"22.6";"37";"20";"62";"30";"22";"5";"3"
"Bedrijventerrein Dussen";"BU08700502";"0";".";".";".";".";".";".";".";".";"."
"Noordeveld";"BU08700591";"300";"34.3";"27.1";"40";"25";"65";"18";"41";"7";"7"
"Woensdrecht";"GM0873";"16600";"29.7";"23.3";"39";"21";"57";"32";"22";"7";"5"
"Wijk 00 Hoogerheide en Woensdrecht";"WK087300";"8200";"29.4";"22.9";"39";"20";"58";"32";"21";"7";"5"
"Hoogerheide";"BU08730000";"4500";"28.0";"22.3";"41";"18";"55";"37";"18";"7";"6"
"Woensdrecht";"BU08730001";"1100";"30.0";"23.8";"37";"21";"55";"28";"25";"6";"6"
"Hoogerheide-Noord";"BU08730002";"2300";"32.2";"23.8";"34";"25";"66";"24";"25";"5";"4"
"Industrieterrein De Kooy";"BU08730003";"0";".";".";".";".";".";".";".";".";"."
"Verspreide huizen Woensdrecht";"BU08730008";"100";".";"21.3";".";".";"61";".";".";".";"."
"Verspreide huizen Hoogerheide";"BU08730009";"200";"27.4";"22.6";"46";"18";"55";"36";"31";"17";"16"
"Wijk 01 Huijbergen";"WK087301";"1600";"33.2";"26.3";"37";"26";"59";"26";"33";"7";"5"
"Huijbergen";"BU08730100";"1300";"33.1";"26.1";"37";"25";"60";"27";"33";"6";"5"
"Eiland";"BU08730101";"100";"35.2";"27.9";"41";"28";"48";".";".";".";"."
"Verspr.h. ten zuiden van Huijbergen";"BU08730108";"100";".";"25.8";".";".";".";".";".";".";"."
"Verspr.h. ten noorden van Huijbergen";"BU08730109";"200";"33.1";"27.3";"36";"27";"65";".";".";".";"."
"Wijk 02 Ossendrecht";"WK087302";"4000";"29.5";"23.4";"39";"20";"57";"31";"22";"6";"5"
"Ossendrecht";"BU08730200";"3100";"28.5";"22.4";"39";"19";"57";"31";"19";"5";"4"
"Calfven";"BU08730201";"400";"37.1";"30.3";"37";"28";"57";"20";"37";"3";"2"
"Verspr.h. ten westen van Ossendrecht";"BU08730208";"100";".";".";".";".";".";".";".";".";"."
"Verspr.h. ten oosten van Ossendrecht";"BU08730209";"500";"30.2";"24.5";"43";"20";"56";"33";"30";"14";"10"
"Wijk 03 Putte";"WK087303";"2800";"28.8";"22.8";"39";"19";"54";"38";"17";"9";"7"
"Putte";"BU08730300";"2600";"28.9";"22.7";"39";"20";"55";"37";"18";"9";"7"
"Verspreide huizen Putte";"BU08730309";"200";"27.6";"23.9";"42";"16";"40";"48";"12";"11";"7"
"Woudrichem";"GM0874";"10800";"30.7";"23.3";"38";"22";"63";"29";"27";"5";"4"
"Wijk 00 Woudrichem";"WK087400";"3500";"32.3";"24.5";"35";"23";"63";"29";"26";"5";"4"
"Woudrichem binnen de vesting";"BU08740000";"500";"35.6";"27.2";"32";"29";"67";"27";"26";"6";"5"
"Woudrichem buiten de vesting";"BU08740001";"2500";"30.7";"23.2";"36";"21";"62";"31";"23";"5";"4"
"Oudendijk";"BU08740002";"300";"38.3";"30.0";"33";"27";"67";"20";"45";"3";"1"
"Verspreide huizen in buitengebied";"BU08740009";"100";".";".";".";".";".";".";".";".";"."
"Wijk 01 Almkerk";"WK087401";"2600";"31.7";"24.1";"39";"23";"63";"30";"29";"5";"4"
"Almkerk";"BU08740100";"2000";"30.6";"23.4";"40";"21";"63";"32";"25";"5";"4"
"Verspreide huizen Zandwijk en omgeving";"BU08740107";"100";"35.0";"26.9";"31";"32";"63";".";".";".";"."
"Verspr.h. Provincialeweg-Noord e.o.";"BU08740108";"300";"36.8";"27.0";"39";"26";"63";"19";"37";"4";"4"
"Verspr.h. Provincialeweg-Zuid e.o.";"BU08740109";"200";"32.1";"24.7";"34";"26";"63";".";".";".";"."
"Wijk 02 Rijswijk";"WK087402";"1300";"28.9";"22.0";"43";"20";"59";"31";"26";"5";"3"
"Rijswijk";"BU08740200";"1200";"28.5";"21.7";"43";"20";"59";"32";"24";"5";"3"
"Verspreide huizen in buitengebied";"BU08740209";"100";".";"25.6";".";".";".";".";".";".";"."
"Wijk 03 Giessen";"WK087403";"1100";"28.4";"21.5";"40";"18";"62";"28";"26";"6";"5"
"Giessen";"BU08740300";"1000";"28.1";"21.2";"40";"17";"62";"28";"24";"5";"4"
"Verspreide huizen in buitengebied";"BU08740309";"100";"30.3";"24.1";"41";"24";"64";".";".";".";"."
"Wijk 04 Andel";"WK087404";"1800";"29.2";"22.0";"41";"21";"62";"26";"26";"4";"3"
"Andel";"BU08740400";"1700";"29.2";"22.1";"41";"20";"62";"27";"25";"4";"2"
"Verspreide huizen in buitengebied";"BU08740409";"100";"29.0";"21.6";"44";"25";"58";".";".";".";"."
"Wijk 05 Uitwijk en Waardhuizen";"WK087405";"500";"30.4";"23.6";"38";"24";"66";"20";"30";"4";"3"
