"Kerncijfers wijken en buurten 2014"
"Onderwerpen";"Regioaanduiding";"Wonen";"Wonen";"Wonen";"Wonen";"Wonen";"Wonen";"Wonen";"Wonen";"Wonen";"Wonen";"Wonen"
"Rijnfront";"BU05790002";"338";"233";"41";"59";".";".";"74";"5";".";".";"21"
"Buitengebied";"BU05790003";"19";".";".";".";".";".";".";".";".";".";"."
"Oranje Nassau";"BU05790011";"1701";"516";"87";"13";".";".";"88";"12";".";".";"0"
"Oudenhof";"BU05790012";"1042";"399";"85";"15";".";".";"74";"17";".";".";"10"
"Bloemenbuurt";"BU05790013";"1696";"171";"7";"93";".";".";"58";"42";".";".";"0"
"Voscuyl";"BU05790014";"1393";"310";"72";"28";".";".";"62";"32";".";".";"6"
"Buitenlust";"BU05790015";"349";"185";"82";"18";".";".";"34";"66";".";".";"0"
"Haaswijk-West";"BU05790021";"813";"273";"93";"7";".";".";"62";"38";".";".";"0"
"Haaswijk-Oost";"BU05790022";"1298";"304";"71";"29";".";".";"68";"32";".";".";"0"
"De Morsebel";"BU05790023";"543";"324";"58";"42";".";".";"66";"34";".";".";"0"
"Poelgeest";"BU05790024";"1004";"348";"61";"39";".";".";"80";"20";".";".";"0"
"Oud-Beijerland";"GM0584";"9745";"227";"80";"20";".";".";"63";"36";".";".";"0"
"Wijk 00";"WK058400";"9745";"227";"80";"20";".";".";"63";"36";".";".";"0"
"Bedrijventerrein De Bosschen";"BU05840001";"43";".";"91";"9";".";".";"88";"9";".";".";"2"
"Oosterse Gorzenwijk";"BU05840002";"783";"190";"85";"15";".";".";"63";"37";".";".";"0"
"Centrum-Noord";"BU05840003";"283";"265";"35";"65";".";".";"65";"35";".";".";"0"
"Croonenburghwijk";"BU05840004";"1435";"226";"74";"26";".";".";"49";"50";".";".";"0"
"Centrum-Zuid";"BU05840005";"763";"207";"66";"34";".";".";"62";"36";".";".";"1"
"Zeeheldenwijk";"BU05840006";"863";"219";"93";"7";".";".";"65";"35";".";".";"0"
"Zuidwijk";"BU05840007";"1321";"210";"86";"14";".";".";"55";"45";".";".";"0"
"Zoomwijck";"BU05840008";"2014";"210";"85";"15";".";".";"65";"35";".";".";"0"
"Spuioeverwijk";"BU05840009";"530";"244";"95";"5";".";".";"78";"22";".";".";"0"
"Bedrijventerr. Langeweg, Rembrandtstraat";"BU05840010";"4";".";".";".";".";".";".";".";".";".";"."
"Poortwijk";"BU05840011";"1509";"272";"73";"27";".";".";"72";"27";".";".";"0"
"Zinkweg buurtschap";"BU05840012";"130";"330";"97";"3";".";".";"88";"12";".";".";"0"
"Landelijk gebied";"BU05840013";"67";".";"94";"6";".";".";"79";"19";".";".";"1"
"Binnenmaas";"GM0585";"12565";"231";"84";"16";".";".";"65";"35";".";".";"0"
"Wijk 00 Heinenoord";"WK058500";"1515";"225";"92";"8";".";".";"68";"32";".";".";"0"
"Heinenoord";"BU05850000";"284";"230";"87";"13";".";".";"65";"35";".";".";"0"
"Goidschalxoord";"BU05850001";"84";"259";"100";"0";".";".";"92";"8";".";".";"0"
"Blaak";"BU05850002";"247";"244";"98";"2";".";".";"86";"14";".";".";"0"
"Uitbreiding Dorp Heinenoord";"BU05850003";"801";"203";"92";"8";".";".";"60";"39";".";".";"0"
"Uitbreiding Dorp na 1971";"BU05850004";"1";".";".";".";".";".";".";".";".";".";"."
"Verspreide huizen Heinenoord";"BU05850009";"98";"322";"95";"5";".";".";"71";"29";".";".";"0"
"Wijk 01 Mijnsheerenland";"WK058501";"1815";"292";"95";"5";".";".";"74";"26";".";".";"0"
"Mijnsheerenland";"BU05850100";"769";"311";"90";"10";".";".";"64";"36";".";".";"0"
"Westdijk";"BU05850101";"106";"299";"95";"5";".";".";"90";"10";".";".";"0"
"Stougjesdijk (gedeeltelijk)";"BU05850102";"50";".";"100";"0";".";".";"86";"14";".";".";"0"
"Blaaksedijk (gedeeltelijk)";"BU05850103";"63";"324";"97";"3";".";".";"95";"3";".";".";"2"
"Uitbreiding Dorp";"BU05850104";"729";"255";"100";"0";".";".";"79";"21";".";".";"0"
"Verspr.h. Westmaas-Nieuwlandse polder";"BU05850108";"44";".";"93";"7";".";".";"73";"27";".";".";"0"
"Verspreide huizen Moerkerken";"BU05850109";"54";".";"93";"7";".";".";"83";"13";".";".";"4"
"Wijk 02 Westmaas";"WK058502";"919";"236";"96";"4";".";".";"70";"30";".";".";"0"
"Westmaas";"BU05850200";"778";"206";"96";"4";".";".";"66";"34";".";".";"0"
"Greup";"BU05850201";"50";".";"92";"8";".";".";"84";"16";".";".";"0"
"Grote Riethure";"BU05850202";"30";".";"100";"0";".";".";"90";"10";".";".";"0"
"Verspreide huizen polder Munnikenland";"BU05850208";"27";".";"100";"0";".";".";"89";"11";".";".";"0"
"Verspreide huizen in het Westen";"BU05850209";"34";".";"100";"0";".";".";"97";"3";".";".";"0"
"Wijk 03 Maasdam";"WK058503";"1382";"280";"92";"8";".";".";"72";"28";".";".";"0"
"Maasdam";"BU05850300";"225";"347";"89";"11";".";".";"88";"12";".";".";"0"
"Cillaarshoek (gedeeltelijk)";"BU05850301";"34";".";"100";"0";".";".";"85";"9";".";".";"6"
"Sint Anthoniepolder";"BU05850302";"51";".";"96";"4";".";".";"86";"14";".";".";"0"
"Maasdam nieuwbouw";"BU05850303";"778";"219";"95";"5";".";".";"62";"38";".";".";"0"
"Bungalow plan";"BU05850304";"99";"541";"100";"0";".";".";"88";"12";".";".";"0"
"Bedrijfsterreinen";"BU05850307";"0";".";".";".";".";".";".";".";".";".";"."
"Verspreide huizen Maasdam";"BU05850309";"195";"262";"77";"23";".";".";"75";"25";".";".";"0"
"Wijk 04 Puttershoek";"WK058504";"3052";"205";"82";"18";".";".";"59";"40";".";".";"1"
"Bebouwde Kom, oud gedeelte";"BU05850400";"268";"249";"83";"17";".";".";"72";"28";".";".";"0"
"Rustenburgstraat (gedeeltelijk)";"BU05850401";"29";".";"100";"0";".";".";"97";"3";".";".";"0"
"Bebouwde Kom Plan Dorp";"BU05850402";"1948";"181";"81";"19";".";".";"50";"49";".";".";"1"
"Bebouwde Kom Plan Oudeland";"BU05850403";"253";"208";"100";"0";".";".";"78";"22";".";".";"0"
"Plan De Grienden";"BU05850405";"438";"270";"79";"21";".";".";"74";"26";".";".";"0"
"Plan Zijdewinde";"BU05850406";"110";"237";"57";"43";".";".";"75";"25";".";".";"0"
"Verspreide huizen in het Zuidoosten";"BU05850408";"5";".";".";".";".";".";".";".";".";".";"."
"Suikerfabriek en verspr.h. Noordwesten";"BU05850409";"1";".";".";".";".";".";".";".";".";".";"."
"Wijk 05 's-Gravendeel";"WK058505";"3882";"206";"73";"27";".";".";"60";"39";".";".";"1"
"'s-Gravendeel";"BU05850500";"1624";"211";"71";"29";".";".";"56";"43";".";".";"1"
"Boendersweg-Strijensedijk (gedeeltelijk)";"BU05850501";"78";"255";"95";"5";".";".";"90";"8";".";".";"3"
"Nieuw Bonaventura";"BU05850502";"1441";"182";"69";"31";".";".";"60";"40";".";".";"0"
"Schenkeldijk";"BU05850503";"199";"228";"94";"6";".";".";"59";"41";".";".";"0"
"Mijlpolder";"BU05850504";"23";".";"91";"9";".";".";"61";"39";".";".";"0"
"Groot en Klein Koninkrijk";"BU05850505";"0";".";".";".";".";".";".";".";".";".";"."
"Schuilingen";"BU05850506";"441";"226";"74";"26";".";".";"68";"32";".";".";"0"
"Verspreide huizen 's-Gravendeel";"BU05850509";"76";"320";"93";"7";".";".";"86";"11";".";".";"4"
"Korendijk";"GM0588";"4372";"236";"93";"7";".";".";"71";"29";".";".";"0"
"Wijk 00 Nieuw-Beijerland";"WK058800";"1438";"241";"91";"9";".";".";"75";"25";".";".";"0"
"Nieuw-Beijerland";"BU05880000";"1316";"234";"91";"9";".";".";"75";"25";".";".";"0"
"Zuidzijde (gedeeltelijk)";"BU05880001";"69";"304";"99";"1";".";".";"86";"14";".";".";"0"
"Verspreide huizen Nieuw-Beijerland";"BU05880009";"53";".";"94";"6";".";".";"77";"23";".";".";"0"
"Wijk 01 Piershil";"WK058801";"656";"230";"90";"10";".";".";"71";"29";".";".";"0"
"Piershil";"BU05880100";"590";"219";"90";"10";".";".";"69";"31";".";".";"0"
"Zwartsluisje (gedeeltelijk)";"BU05880103";"12";".";".";".";".";".";".";".";".";".";"."
"Verspreide huizen Piershil";"BU05880109";"54";".";"96";"4";".";".";"93";"7";".";".";"0"
"Wijk 02 Goudswaard";"WK058802";"785";"234";"95";"5";".";".";"63";"36";".";".";"0"
"Goudswaard";"BU05880200";"619";"216";"94";"6";".";".";"58";"42";".";".";"0"
"Nieuwendijk (gedeeltelijk)";"BU05880201";"68";"270";"99";"1";".";".";"78";"22";".";".";"0"
"Oudendijk";"BU05880202";"47";".";"100";"0";".";".";"96";"4";".";".";"0"
"Verspr.h. Eiland Tiengemeten (ged.)";"BU05880208";"4";".";".";".";".";".";".";".";".";".";"."
"Overige verspreide huizen Goudswaard";"BU05880209";"47";".";"100";"0";".";".";"85";"15";".";".";"0"
"Wijk 03 Zuid-Beijerland";"WK058803";"1493";"234";"95";"5";".";".";"70";"30";".";".";"0"
"Zuid-Beijerland";"BU05880300";"1224";"222";"94";"6";".";".";"67";"33";".";".";"0"
"Zwartsluisje (gedeeltelijk)";"BU05880301";"46";".";"98";"2";".";".";"93";"7";".";".";"0"
"Zuidzijde (gedeeltelijk)";"BU05880302";"20";".";"100";"0";".";".";"90";"10";".";".";"0"
"Schenkeldijk";"BU05880303";"35";".";"91";"9";".";".";"100";"0";".";".";"0"
"Nieuwendijk (gedeeltelijk)";"BU05880304";"79";"260";"100";"0";".";".";"82";"18";".";".";"0"
"Verspr.h. Eiland Tiengemeten (ged.)";"BU05880308";"19";".";".";".";".";".";".";".";".";".";"."
"Overige verspr.h. Zuid-Beijerland";"BU05880309";"70";"364";"99";"1";".";".";"87";"13";".";".";"0"
"Oudewater";"GM0589";"4147";"283";"82";"18";".";".";"70";"29";".";".";"1"
"Wijk 00 Oudewater";"WK058900";"2819";"251";"77";"23";".";".";"65";"33";".";".";"2"
"Oudewater";"BU05890000";"956";"266";"76";"24";".";".";"70";"30";".";".";"0"
"Brede Dijk";"BU05890001";"1182";"242";"78";"22";".";".";"62";"38";".";".";"0"
"Klein Hekendorp";"BU05890002";"681";"245";"78";"22";".";".";"64";"28";".";".";"8"
"Wijk 01 Hoenkoop";"WK058901";"347";"314";"92";"8";".";".";"72";"28";".";".";"0"
"Hoenkoopse Buurtweg";"BU05890100";"78";"476";"96";"4";".";".";"83";"17";".";".";"0"
"Goudse Straatweg";"BU05890101";"213";"268";"89";"11";".";".";"64";"36";".";".";"0"
"Verspreide huizen Rozendaal";"BU05890109";"56";"320";"96";"4";".";".";"88";"13";".";".";"0"
"Wijk 02 Snelrewaard";"WK058902";"545";"370";"89";"11";".";".";"84";"16";".";".";"0"
"Snelrewaard";"BU05890200";"158";"484";"100";"0";".";".";"92";"8";".";".";"0"
"Lange Linschoten";"BU05890201";"309";"329";"81";"19";".";".";"83";"17";".";".";"0"
"Snelrewaard-West";"BU05890202";"78";"314";"100";"0";".";".";"71";"29";".";".";"0"
"Wijk 03 Driebruggen-Zuid";"WK058903";"436";"367";"99";"1";".";".";"79";"21";".";".";"0"
"Hekendorp";"BU05890300";"191";"268";"99";"1";".";".";"72";"28";".";".";"0"
"Papekop";"BU05890301";"46";".";"98";"2";".";".";"48";"52";".";".";"0"
"Hekendorpse buurt";"BU05890302";"76";"508";"97";"3";".";".";"95";"5";".";".";"0"
"Ruigeweide";"BU05890303";"53";".";"100";"0";".";".";"98";"2";".";".";"0"
"Diemerbroek";"BU05890304";"48";"450";"100";"0";".";".";"85";"15";".";".";"0"
"Papekopperstraatweg";"BU05890305";"22";".";"100";"0";".";".";"100";"0";".";".";"0"
"Papendrecht";"GM0590";"14088";"190";"67";"33";".";".";"63";"37";".";".";"0"
"Wijk 00 Papendrecht";"WK059000";"14088";"190";"67";"33";".";".";"63";"37";".";".";"0"
"Westpolder";"BU05900001";"4106";"185";"58";"42";".";".";"59";"41";".";".";"0"
"Molenvliet";"BU05900002";"1373";"192";"89";"11";".";".";"68";"32";".";".";"0"
"Kraaihoek";"BU05900003";"2977";"165";"55";"45";".";".";"43";"57";".";".";"0"
"Middenpolder";"BU05900004";"1178";"176";"60";"40";".";".";"83";"17";".";".";"0"
"Wilgendonk";"BU05900005";"2434";"203";"81";"19";".";".";"72";"28";".";".";"0"
"Oosteind en De Kooy";"BU05900006";"609";"194";"55";"45";".";".";"77";"23";".";".";"0"
"Oostpolder";"BU05900007";"1402";"246";"79";"21";".";".";"77";"23";".";".";"0"
"Vriesenpolder";"BU05900008";"9";".";".";".";".";".";".";".";".";".";"."
"Ridderkerk";"GM0597";"20686";"194";"56";"44";".";".";"52";"48";".";".";"0"
"Wijk 00 Ridderkerk";"WK059700";"20686";"194";"56";"44";".";".";"52";"48";".";".";"0"
"Ridderkerk-Centrum";"BU05970001";"2389";"145";"28";"72";".";".";"39";"61";".";".";"0"
"Ridderkerk-West";"BU05970002";"1755";"170";"37";"63";".";".";"34";"63";".";".";"4"
"Ridderkerk-Oost";"BU05970003";"2805";"185";"48";"52";".";".";"48";"52";".";".";"0"
"Drievliet";"BU05970004";"3528";"201";"77";"23";".";".";"46";"54";".";".";"0"
"Het Zand";"BU05970005";"1152";"238";"67";"33";".";".";"83";"17";".";".";"0"
"Slikkeveer";"BU05970006";"3777";"197";"60";"40";".";".";"62";"38";".";".";"0"
"Bolnes";"BU05970007";"3699";"179";"46";"54";".";".";"47";"53";".";".";"0"
"Rijsoord";"BU05970008";"1277";"305";"90";"10";".";".";"73";"27";".";".";"0"
"Oostendam";"BU05970009";"247";"270";"97";"3";".";".";"71";"29";".";".";"0"
"Donkersloot";"BU05970010";"49";".";"47";"53";".";".";"69";"31";".";".";"0"
"Verenambacht";"BU05970011";"0";".";".";".";".";".";".";".";".";".";"."
"Cornelisland";"BU05970012";"8";".";".";".";".";".";".";".";".";".";"."
"Rotterdam";"GM0599";"308291";"148";"25";"75";".";".";"34";"66";".";".";"1"
"Wijk 01 Rotterdam Centrum";"WK059901";"19048";"169";"1";"99";".";".";"28";"70";".";".";"1"
"Stadsdriehoek";"BU05990110";"9053";"182";"0";"100";".";".";"34";"65";".";".";"1"
"Oude Westen";"BU05990111";"4603";"126";"2";"98";".";".";"17";"81";".";".";"2"
"Cool";"BU05990112";"3273";"153";"1";"99";".";".";"22";"77";".";".";"1"
"C.S. kwartier";"BU05990113";"609";"166";"0";"100";".";".";"43";"56";".";".";"1"
"Nieuwe Werk";"BU05990118";"942";"389";"4";"96";".";".";"45";"53";".";".";"2"
"Dijkzigt";"BU05990119";"568";"123";"2";"98";".";".";"11";"88";".";".";"0"
"Wijk 03 Delfshaven";"WK059903";"35017";"121";"4";"96";".";".";"27";"71";".";".";"1"
"Delfshaven";"BU05990320";"3543";"110";"2";"98";".";".";"17";"74";".";".";"9"
"Bospolder";"BU05990321";"3193";"108";"8";"92";".";".";"17";"82";".";".";"0"
"Tussendijken";"BU05990322";"3381";"96";"1";"99";".";".";"12";"86";".";".";"2"
"Spangen";"BU05990323";"4248";"105";"3";"97";".";".";"28";"72";".";".";"0"
"Nieuwe Westen";"BU05990324";"8409";"131";"3";"97";".";".";"26";"73";".";".";"1"
"Middelland";"BU05990325";"5603";"145";"6";"94";".";".";"35";"65";".";".";"1"
"Oud-Mathenesse";"BU05990327";"3808";"85";"1";"99";".";".";"43";"57";".";".";"0"
"Witte Dorp";"BU05990328";"236";"135";"96";"4";".";".";"28";"72";".";".";"0"
"Schiemond";"BU05990329";"2596";"174";"1";"99";".";".";"33";"67";".";".";"0"
"Wijk 04 Overschie";"WK059904";"7884";"157";"34";"66";".";".";"45";"55";".";".";"0"
"Kleinpolder";"BU05990451";"3915";"124";"14";"86";".";".";"31";"69";".";".";"0"
"Noord-Kethel";"BU05990452";"24";".";"92";"8";".";".";"71";"29";".";".";"0"
"Schieveen";"BU05990454";"133";"326";"98";"2";".";".";"77";"23";".";".";"0"
"Zestienhoven";"BU05990455";"436";"294";"92";"8";".";".";"65";"34";".";".";"0"
"Overschie";"BU05990456";"3177";"173";"44";"56";".";".";"59";"41";".";".";"0"
"Landzicht";"BU05990457";"199";"79";"100";"0";".";".";"35";"65";".";".";"0"
"Wijk 05 Noord";"WK059905";"27246";"133";"3";"97";".";".";"33";"66";".";".";"1"
"Agniesebuurt";"BU05990515";"2240";"128";"3";"97";".";".";"18";"81";".";".";"1"
"Provenierswijk";"BU05990516";"2497";"139";"3";"97";".";".";"27";"68";".";".";"5"
"Bergpolder";"BU05990531";"4715";"113";"0";"100";".";".";"37";"62";".";".";"1"
"Blijdorp";"BU05990532";"5639";"157";"1";"99";".";".";"55";"44";".";".";"1"
"Liskwartier";"BU05990534";"3668";"156";"7";"93";".";".";"38";"61";".";".";"0"
"Oude Noorden";"BU05990535";"8485";"118";"4";"96";".";".";"20";"79";".";".";"0"
"Blijdorpse Polder";"BU05990558";"2";".";".";".";".";".";".";".";".";".";"."
"Wijk 06 Hillegersberg-Schiebroek";"WK059906";"20495";"245";"41";"59";".";".";"50";"50";".";".";"0"
"Schiebroek";"BU05990660";"7947";"164";"34";"66";".";".";"36";"64";".";".";"0"
"Hillegersberg-Zuid";"BU05990661";"3800";"208";"25";"75";".";".";"64";"36";".";".";"0"
"Hillegersberg-Noord";"BU05990662";"4014";"302";"30";"70";".";".";"46";"54";".";".";"0"
"Terbregge";"BU05990664";"1309";"291";"89";"11";".";".";"67";"33";".";".";"0"
"Molenlaankwartier";"BU05990665";"3425";"386";"69";"31";".";".";"67";"33";".";".";"0"
"Wijk 08 Kralingen-Crooswijk";"WK059908";"26743";"172";"7";"93";".";".";"26";"72";".";".";"1"
"Rubroek";"BU05990814";"4449";"126";"0";"100";".";".";"22";"78";".";".";"0"
"Nieuw-Crooswijk";"BU05990836";"1695";"119";"2";"98";".";".";"8";"92";".";".";"0"
"Oud-Crooswijk";"BU05990837";"3907";"121";"4";"96";".";".";"7";"93";".";".";"0"
"Kralingen-West";"BU05990841";"7821";"146";"6";"94";".";".";"30";"70";".";".";"0"
"Kralingen-Oost";"BU05990842";"3397";"393";"35";"65";".";".";"52";"47";".";".";"1"
"Kralingse Bos";"BU05990843";"26";"319";"81";"19";".";".";"62";"38";".";".";"0"
"De Esch";"BU05990845";"2653";"144";"3";"97";".";".";"19";"81";".";".";"0"
"Struisenburg";"BU05990847";"2795";"184";"0";"100";".";".";"38";"54";".";".";"8"
"Wijk 10 Feijenoord";"WK059910";"35067";"120";"23";"77";".";".";"20";"80";".";".";"0"
"Kop van Zuid";"BU05991017";"1752";"207";"0";"100";".";".";"17";"83";".";".";"0"
"Kop van Zuid-Entrepot";"BU05991079";"3845";"170";"8";"92";".";".";"28";"72";".";".";"0"
"Vreewijk";"BU05991080";"7028";"123";"68";"32";".";".";"13";"87";".";".";"0"
"Bloemhof";"BU05991081";"6349";"96";"33";"67";".";".";"22";"78";".";".";"0"
"Hillesluis";"BU05991082";"5089";"96";"8";"92";".";".";"30";"70";".";".";"0"
"Katendrecht";"BU05991085";"2117";"145";"14";"86";".";".";"35";"65";".";".";"0"
"Afrikaanderwijk";"BU05991086";"3759";"91";"4";"96";".";".";"9";"91";".";".";"0"
"Feijenoord";"BU05991087";"3184";"99";"2";"98";".";".";"8";"92";".";".";"0"
"Noordereiland";"BU05991088";"1944";"152";"0";"100";".";".";"30";"70";".";".";"0"
"Wijk 12 IJsselmonde";"WK059912";"28689";"127";"36";"64";".";".";"36";"64";".";".";"0"
"Oud-IJsselmonde";"BU05991283";"2739";"172";"43";"57";".";".";"66";"34";".";".";"0"
"Lombardijen";"BU05991284";"6843";"114";"26";"74";".";".";"31";"69";".";".";"0"
"Groot-IJsselmonde";"BU05991289";"14224";"125";"33";"67";".";".";"32";"68";".";".";"0"
"Beverwaard";"BU05991290";"4883";"125";"54";"46";".";".";"39";"61";".";".";"0"
"Wijk 13 Pernis";"WK059913";"2194";"153";"85";"15";".";".";"68";"32";".";".";"0"
"Pernis";"BU05991391";"2194";"153";"85";"15";".";".";"68";"32";".";".";"0"
"Wijk 14 Prins Alexander";"WK059914";"45038";"178";"42";"58";".";".";"40";"60";".";".";"0"
"'s-Gravenland";"BU05991444";"3533";"311";"64";"36";".";".";"51";"49";".";".";"0"
"Kralingse Veer";"BU05991446";"735";"150";"86";"14";".";".";"70";"30";".";".";"0"
"Prinsenland";"BU05991448";"5117";"175";"35";"65";".";".";"34";"66";".";".";"0"
"Het Lage Land";"BU05991449";"5702";"138";"19";"81";".";".";"38";"62";".";".";"0"
"Ommoord";"BU05991463";"12959";"157";"37";"63";".";".";"33";"67";".";".";"0"
"Zevenkamp";"BU05991466";"7192";"151";"51";"49";".";".";"41";"59";".";".";"0"
"Oosterflank";"BU05991467";"5471";"136";"28";"72";".";".";"31";"69";".";".";"0"
"Nesselande";"BU05991468";"4329";"293";"69";"31";".";".";"70";"30";".";".";"0"
"Wijk 15 Charlois";"WK059915";"33453";"95";"16";"84";".";".";"32";"67";".";".";"1"
"Charlois Zuidrand";"BU05991570";"132";"353";"92";"8";".";".";"75";"25";".";".";"0"
"Tarwewijk";"BU05991571";"5945";"78";"9";"91";".";".";"30";"70";".";".";"0"
"Carnisse";"BU05991572";"6143";"78";"4";"96";".";".";"46";"54";".";".";"0"
"Zuidwijk";"BU05991573";"6601";"106";"22";"78";".";".";"21";"77";".";".";"2"
"Oud-Charlois";"BU05991574";"6634";"101";"10";"90";".";".";"36";"64";".";".";"0"
"Wielewaal";"BU05991575";"544";"81";"99";"1";".";".";"8";"92";".";".";"0"
"Zuidplein";"BU05991576";"754";"101";"0";"100";".";".";"31";"69";".";".";"0"
"Pendrecht";"BU05991577";"5488";"100";"25";"75";".";".";"30";"69";".";".";"0"
"Zuiderpark";"BU05991578";"506";"137";"11";"89";".";".";"18";"61";".";".";"20"
"Heijplaat";"BU05991593";"706";"136";"65";"35";".";".";"21";"78";".";".";"1"
"Wijk 16 Hoogvliet";"WK059916";"16006";"143";"58";"42";".";".";"40";"60";".";".";"0"
"Hoogvliet-Noord";"BU05991692";"5630";"142";"61";"39";".";".";"48";"52";".";".";"0"
"Hoogvliet-Zuid";"BU05991699";"10376";"143";"56";"44";".";".";"35";"65";".";".";"0"
"Wijk 17 Hoek van Holland";"WK059917";"5605";"214";"73";"27";".";".";"38";"61";".";".";"0"
"Strand en Duin";"BU05991701";"1672";"344";"93";"7";".";".";"39";"60";".";".";"1"
"Dorp";"BU05991702";"3902";"187";"64";"36";".";".";"38";"62";".";".";"0"
"Rijnpoort";"BU05991703";"31";".";"84";"16";".";".";"65";"35";".";".";"0"
"Wijk 18 Spaanse Polder";"WK059918";"35";".";"46";"54";".";".";"37";"63";".";".";"0"
"Spaanse Polder";"BU05991853";"35";".";"46";"54";".";".";"37";"63";".";".";"0"
"Wijk 19 Nieuw Mathenesse";"WK059919";"7";".";".";".";".";".";".";".";".";".";"."
"Nieuw-Mathenesse";"BU05991926";"7";".";".";".";".";".";".";".";".";".";"."
"Wijk 21 Waalhaven";"WK059921";"41";".";"29";"71";".";".";"12";"88";".";".";"0"
"Waalhaven";"BU05992194";"17";".";".";".";".";".";".";".";".";".";"."
"Eemhaven";"BU05992196";"10";".";".";".";".";".";".";".";".";".";"."
"Waalhaven-Zuid";"BU05992198";"14";".";".";".";".";".";".";".";".";".";"."
"Wijk 22 Vondelingenplaat";"WK059922";"2";".";".";".";".";".";".";".";".";".";"."
"Vondelingenplaat";"BU05992295";"2";".";".";".";".";".";".";".";".";".";"."
"Wijk 23 Botlek";"WK059923";"5";".";".";".";".";".";".";".";".";".";"."
"Botlek";"BU05992306";"3";".";".";".";".";".";".";".";".";".";"."
"Europoort";"BU05992307";"2";".";".";".";".";".";".";".";".";".";"."
"Maasvlakte";"BU05992308";"0";".";".";".";".";".";".";".";".";".";"."
"Wijk 24 Bedrijvenpark Noord-West";"WK059924";"1";".";".";".";".";".";".";".";".";".";"."
"Bedrijventerrein Rotterdam Noord-West";"BU05992459";"1";".";".";".";".";".";".";".";".";".";"."
"Wijk 25 Rivium";"WK059925";"0";".";".";".";".";".";".";".";".";".";"."
"Rivium";"BU05992540";"0";".";".";".";".";".";".";".";".";".";"."
"Wijk 26 Bedrijventerrein Schieveen";"WK059926";"0";".";".";".";".";".";".";".";".";".";"."
"Bedrijventerrein Schieveen";"BU05992650";"0";".";".";".";".";".";".";".";".";".";"."
"Wijk 27 Rozenburg";"WK059927";"5715";"156";"67";"33";".";".";"54";"46";".";".";"0"
"Rozenburg";"BU05992704";"5715";"156";"67";"33";".";".";"54";"46";".";".";"0"
"Noordzeeweg en omgeving";"BU05992705";"0";".";".";".";".";".";".";".";".";".";"."
"Rijswijk";"GM0603";"24962";"183";"26";"74";".";".";"45";"54";".";".";"1"
